Descricao,Valor
TESTE DE HEMAGLUTINACAO P/ IDENTIFICACAO DO VIRUS DA FEBRE AMARELA,"0,00"
TESTE DE HEMAGLUTINACAO P/ IDENTIFICACAO DO VIRUS DA FEBRE DO NILO OCIDENTAL,"0,00"
TESTE DE HIBRIDIZACAO IN SITU P/ IDENTIFICACAO DO VIRUS DA DENGUE,"0,00"
TESTE DE HOLLANDER NO SUCO GASTRICO,"4,69"
TESTE DE NEUTRALIZACAO P/ IDENTIFICACAO DO VIRUS DA FEBRE AMARELA,"0,00"
TESTE DE PROVOCACAO DE GLAUCOMA,"6,74"
TESTE DE SCHIRMER,"3,37"
TESTE DE SENSIBILIDADE A DROGAS CONTRA A TUBERCULOSE,"0,00"
TESTE DE SORONEUTRALIZACAO P/ IDENTIFICACAO DO VIRUS DA RAIVA,"0,00"
TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA,"12,01"
TESTE DE SUPRESSAO DO HGH APOS GLICOSE,"12,01"
TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,"6,55"
TESTE DE VISAO DE CORES,"3,37"
TESTE DE WADA,"1.707,05"
TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),"2,73"
TESTE DO ACIDO NUCLEICO (NAT) EM AMOSTRAS DE SANGUE DO DOADOR DE SANGUE.,"9,34"
TESTE DO PERCLORATO C/ RADIOISOTOPO,"107,40"
TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,"10,00"
TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,"10,00"
TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA),"2,73"
TESTE MOLECULAR PARA A DETECCAO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS,"0,00"
TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,"2,83"
TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,"2,83"
TESTE ORTOPTICO,"12,34"
TESTE P/ ADAPTACAO DE LENTE DE CONTATO,"12,34"
TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS,"8,43"
TESTE RAPIDO DE GRAVIDEZ,"0,00"
TESTE RAPIDO DE PROTEINURIA,"0,00"
TESTE RAPIDO PARA DENGUE IGG/IGM,"0,00"
TESTE RAPIDO PARA DETECCAO DE HEPATITE C,"0,00"
TESTE RAPIDO PARA DETECCAO DE HIV NA GESTANTE OU PAI/PARCEIRO,"1,00"
TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HBV,"0,00"
TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HIV,"1,00"
TESTE RAPIDO PARA DETECCAO DE SARS-COVID-2,"0,00"
TESTE RAPIDO PARA FEBRE CHIKUNGUNYA IGM,"0,00"
TESTE RAPIDO PARA SIFILIS,"1,00"
TESTE RAPIDO PARA SIFILIS NA GESTANTE OU PAI/PARCEIRO,"0,00"
TESTE RAPIDO PARA VIRUS ZIKA IGG/IGM,"0,00"
TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,"4,10"
TESTES ACUMETRICOS (DIAPASAO),"1,37"
TESTES ALERGICOS DE CONTATO,"1,77"
TESTES AUDITIVOS SUPRALIMINARES,"1,37"
TESTES CUTANEOS DE LEITURA IMEDIATA,"1,77"
TESTES DE PROCESSAMENTO AUDITIVO,"9,36"
TESTES VESTIBULARES / OTONEUROLOGICOS,"12,12"
TIMECTOMIA,"1.278,46"
TIMECTOMIA EM ONCOLOGIA,"4.186,64"
"TIMOLOL 5,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)","0,00"
TIMPANOPLASTIA (UNI / BILATERAL),"618,15"
TIMPANOPLASTIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL (UNI / BILATERAL),"444,20"
TIMPANOTOMIA P/ TUBO DE VENTILACAO,"56,84"
TIPAGEM SANGUINEA ABO E OUTROS EXAMES HEMATOLOGICOS EM POSSIVEL DOADOR DE ORGAOS,"15,00"
TIREOIDECTOMIA PARCIAL,"425,63"
TIREOIDECTOMIA TOTAL,"451,37"
TIREOIDECTOMIA TOTAL C/ ESVAZIAMENTO GANGLIONAR,"767,77"
TIREOIDECTOMIA TOTAL EM ONCOLOGIA,"2.836,30"
TIREOPLASTIA,"418,48"
TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B,"5,79"
TOBRAMICINA 300MG/5 ML SOLUCAO INALATORIA (POR AMPOLA),"0,00"
TOCILIZUMABE 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA DE 4 ML),"0,00"
TOCOCARDIOGRAFIA ANTE-PARTO,"1,69"
TOFACITINIBE 5 MG (POR COMPRIMIDO),"0,00"
TOLCAPONA 100 MG (POR COMPRIMIDO),"3,15"
TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR,"138,63"
TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR,"86,75"
TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR,"86,75"
TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE,"86,76"
TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE,"101,10"
TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE,"86,76"
TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES,"86,75"
TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR,"138,63"
"TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRACO, MAO, COXA, PERNA, P","86,75"
TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA,"97,44"
TOMOGRAFIA COMPUTADORIZADA DE TORAX,"136,41"
TOMOGRAFIA COMPUTADORIZADA DO CRANIO,"97,44"
TOMOGRAFIA COMPUTADORIZADA DO PESCOCO,"86,75"
TOMOGRAFIA DE COERENCIA OPTICA,"48,00"
"TOMOGRAFIA DE HEMITORAX, PULMAO OU DO MEDIASTINO","136,41"
TOMOGRAFIA POR EMISSAO DE POSITRONS (PET-CT),"2.107,22"
TOMOMIELOGRAFIA COMPUTADORIZADA,"138,63"
TONOMETRIA,"3,37"
TOPIRAMATO 100 MG (POR COMPRIMIDO),"0,00"
TOPIRAMATO 25 MG (POR COMPRIMIDO),"0,00"
TOPIRAMATO 50 MG (POR COMPRIMIDO),"0,00"
TOPOGRAFIA COMPUTADORIZADA DE CORNEA,"24,24"
TOPOPLASTIA DO TRANSPLANTE,"965,45"
TORACECTOMIA COM RECONSTRUCAO PARIETAL (POR PROTESE),"1.315,57"
TORACECTOMIA COMPLEXA EM ONCOLOGIA,"5.661,24"
TORACECTOMIA SEM RECONSTRUCAO PARIETAL,"1.315,57"
TORACECTOMIA SIMPLES EM ONCOLOGIA,"3.902,02"
TORACOCENTESE/DRENAGEM DE PLEURA,"54,97"
TORACOPLASTIA (QUALQUER TECNICA),"965,40"
TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,"1.029,44"
TORACOTOMIA EXPLORADORA,"989,08"
TORACOTOMIA EXPLORADORA EM ONCOLOGIA,"2.208,68"
TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),"0,00"
TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),"0,00"
TRABECULECTOMIA,"898,35"
TRANPORTE DE UNIDADE DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL E PLACENT,"2.200,00"
TRANSECCOES SUB-PIAIS MULTIPLAS EM AREAS ELOQUENTES,"2.816,57"
TRANSFERENCIA DO GRANDE TROCANTER (PROCEDIMENTO ISOLADO),"759,42"
TRANSFERENCIA INTERMEDIARIA DE RETALHO,"30,72"
TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR,"498,16"
TRANSFUSAO DE CONCENTRADO DE GRANULOCITOS,"8,09"
TRANSFUSAO DE CONCENTRADO DE HEMACIAS,"8,09"
TRANSFUSAO DE CONCENTRADO DE PLAQUETAS,"8,09"
TRANSFUSAO DE CRIOPRECIPITADO,"8,09"
TRANSFUSAO DE PLAQUETAS POR AFERESE,"8,09"
TRANSFUSAO DE PLASMA FRESCO,"8,09"
TRANSFUSAO DE PLASMA ISENTO DE CRIOPRECIPITADO,"8,09"
TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS,"17,04"
TRANSFUSAO DE SUBSTITUICAO / TROCA (EXSANGUINEOTRANSFUSAO),"8,09"
TRANSFUSAO DE UNIDADE DE SANGUE TOTAL,"8,39"
TRANSFUSAO FETAL INTRA-UTERINA,"17,78"
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO,"54.939,27"
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO,"71.602,25"
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE APAR,"E58.372,97"
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE NAO A,"71.602,25"
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - APARENTADO,"54.939,27"
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - NAO APARENTADO,"71.602,25"
TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -,"22.968,78"
TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -,"22.968,78"
TRANSPLANTE DE CORACAO,"37.052,69"
TRANSPLANTE DE CORNEA,"2.070,00"
TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS),"1.129,30"
TRANSPLANTE DE CORNEA (EM REOPERACOES),"1.129,30"
TRANSPLANTE DE ESCLERA,"776,80"
TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO),"68.838,89"
TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO),"68.803,27"
TRANSPLANTE DE MENISCO,"1.602,18"
TRANSPLANTE DE PANCREAS,"38.093,98"
TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA,"965,45"
TRANSPLANTE DE PULMAO BILATERAL,"64.434,67"
TRANSPLANTE DE PULMAO UNILATERAL,"44.485,10"
TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO),"27.622,67"
TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO),"21.238,82"
TRANSPLANTE DE SEGMENTO VENOSO VALVULADO,"1.575,72"
TRANSPLANTE DO HALUX P/ O POLEGAR,"338,92"
TRANSPLANTE DO SEGUNDO PODODACTILO P/ POLEGAR / QUALQUER OUTRO DEDO DA MAO,"402,16"
TRANSPLANTE MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE,"1.297,01"
TRANSPLANTE OSTEO-MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES,"1.044,86"
TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,"54.986,45"
TRANSPORTE DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL,"1.000,00"
TRANSPOSICAO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENCA NEUROMUSCULAR,"784,95"
TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA MULTIPLA,"346,53"
TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA,"214,21"
TRANSPOSICAO DA FIBULA PARA A TIBIA,"614,28"
TRANSPOSICAO DA ULNA PARA O RADIO,"366,37"
TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO,"1.575,72"
TRANSPOSICAO DO NERVO CUBITAL,"515,25"
TRAQUELECTOMIA RADICAL EM ONCOLOGIA,"5.403,43"
TRAQUELOPLASTIA,"324,23"
TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA,"733,68"
TRAQUEOPLASTIA POR ACESSO TORACICO,"733,68"
TRAQUEORRAFIA E/OU FECHAMENTO DE FISTULA TRAQUEO-CUTANEA,"516,22"
TRAQUEOSCOPIA,"348,59"
TRAQUEOSTOMIA,"554,73"
TRAQUEOSTOMIA COM COLOCACAO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA,"227,63"
TRAQUEOSTOMIA MEDIASTINAL,"733,68"
TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA,"910,50"
TRATAMENTO ABLATIVO POR ESTEREOTAXIA EM ESTRUTURA PROFUNDA DE SNC PARA TRATATAMENTO DE MOVIM,"1.881,06"
TRATAMENTO ANTROPOSOFICO,"0,00"
TRATAMENTO AYURVEDICO,"0,00"
TRATAMENTO C/ CIRURGIAS MULTIPLAS,"0,00"
TRATAMENTO CIRUGICO DE FRATURA DA DIAFISE DO UMERO,"364,95"
TRATAMENTO CIRURGICO DA AVULSAO DE TUBEROSIDADES / ESPINHAS E CRISTA ILIACA S/ LESAO DO ANEL PELVIC,"195,99"
TRATAMENTO CIRURGICO DA INSUFICIENCIA VELOFARINGEA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILO,"1.425,84"
TRATAMENTO CIRURGICO DA SINDROME DO IMPACTO SUB-ACROMIAL,"295,75"
TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES,"385,05"
TRATAMENTO CIRURGICO DE ABSCESSO INTRACRANIANO,"1.505,45"
TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA),"2.270,21"
TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS,"1.139,80"
TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO,"212,85"
TRATAMENTO CIRURGICO DE ANQUILOSE DA ARTICULACAO TEMPORO-MANDIBULAR,"522,33"
TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES),"420,20"
TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULACOES,"268,41"
TRATAMENTO CIRURGICO DE ASSOCIACAO FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVI,"C1.045,94"
TRATAMENTO CIRURGICO DE ATRESIA NARINARIA,"265,23"
TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL),"1.433,83"
TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER,"759,42"
TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA,"419,97"
TRATAMENTO CIRURGICO DE BLEFAROCALASE,"95,42"
TRATAMENTO CIRURGICO DE CISTO DE RIM POR PUNCAO,"87,78"
TRATAMENTO CIRURGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR,"361,11"
TRATAMENTO CIRURGICO DE CISTOCELE,"372,54"
TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS,"1.577,59"
TRATAMENTO CIRURGICO DE COALIZAO TARSAL,"268,41"
TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS,"119,35"
TRATAMENTO CIRURGICO DE CRANIOSSINOSTOSE COM SUTURA UNICA,"807,80"
TRATAMENTO CIRURGICO DE CRANIOSSINOSTOSE COMPLEXA,"2.018,51"
TRATAMENTO CIRURGICO DE DEDO EM GATILHO,"241,15"
TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE),"268,41"
TRATAMENTO CIRURGICO DE DEFEITOS CONGENITOS DO TORAX,"1.316,08"
TRATAMENTO CIRURGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR,"377,00"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NIVEIS,"2.006,34"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NIVEIS,"2.639,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATE OITO NIVEIS,"2.006,34"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NIVEIS,"1.720,27"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NIVEIS,"2.780,77"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NIVEIS,"2.006,34"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRES NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NIVEIS,"2.968,78"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS,"2.620,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS,"2.074,13"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NIVEIS,"2.506,94"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NIVEIS,"2.620,73"
TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRES NIVEIS,"2.640,73"
TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE CORNEA,"172,12"
TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA,"159,37"
TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL,"126,00"
TRATAMENTO CIRURGICO DE DISRAFISMO ABERTO,"1.343,12"
TRATAMENTO CIRURGICO DE DISRAFISMO OCULTO,"1.446,84"
TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO,"822,91"
TRATAMENTO CIRURGICO DE ELEFANTIASE AO NIVEL DO PE,"556,44"
TRATAMENTO CIRURGICO DE ELEFANTIASE DA BOLSA ESCROTAL,"556,44"
TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS,"509,50"
TRATAMENTO CIRURGICO DE ESCALPO PARCIAL,"322,14"
TRATAMENTO CIRURGICO DE ESCALPO TOTAL,"515,87"
TRATAMENTO CIRURGICO DE ESTENOSE DO CONDUTO AUDITIVO,"577,96"
TRATAMENTO CIRURGICO DE FISTULA BRONCOPLEURAL COM AMPUTACAO DE COTO BRONQUICO,"1.713,98"
TRATAMENTO CIRURGICO DE FISTULA CAROTIDEO-CAVERNOSA,"2.008,01"
TRATAMENTO CIRURGICO DE FISTULA CUTANEA DE ORIGEM DENTARIA,"172,63"
TRATAMENTO CIRURGICO DE FISTULA DO PESCOCO (POR APROXIMACAO),"29,86"
TRATAMENTO CIRURGICO DE FISTULA E CISTOS ORO-MAXILARES,"193,15"
TRATAMENTO CIRURGICO DE FISTULA INTRA / EXTRAORAL,"19,18"
TRATAMENTO CIRURGICO DE FISTULA LIQUORICA CRANIANA,"2.018,51"
TRATAMENTO CIRURGICO DE FISTULA LIQUORICA RAQUIDIANA,"2.018,51"
TRATAMENTO CIRURGICO DE FISTULA ORO-SINUSAL / ORO-NASAL,"150,00"
TRATAMENTO CIRURGICO DE FISTULA ORO-SINUSAL EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL,"544,74"
TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL,"339,52"
TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA ADQUIRIDA,"1.713,98"
TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL,"391,30"
TRATAMENTO CIRURGICO DE FISTULA VESICO-CUTANEA,"34,10"
TRATAMENTO CIRURGICO DE FISTULA VESICO-ENTERICA,"794,77"
TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL,"794,77"
TRATAMENTO CIRURGICO DE FISTULA VESICO-UTERINA,"794,77"
TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL,"1.142,25"
TRATAMENTO CIRURGICO DE FISTULAS ORONASAIS EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL,"544,84"
TRATAMENTO CIRURGICO DE FISTULAS URETERAIS,"594,71"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,"498,98"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO),"192,60"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE EPI~CONDILO / EPITROCLEA DO UMERO,"311,42"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE,"268,41"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA / C,"368,64"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS,"258,26"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS,"268,43"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS,"336,60"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),"961,85"
TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO,"499,74"
TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO ANTERO-P,"871,30"
TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO DO COCCIX,"195,99"
TRATAMENTO CIRURGICO DE FRATURA / LUXACAO COXOFEMORAL C/ FRATURA DA EPIFISE FEMORAL,"1.836,42"
TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO,"432,14"
TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA,"378,70"
TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA,"846,36"
TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR,"972,97"
TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO,"253,80"
TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA,"503,67"
TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO,"366,37"
TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRACO (C/ SINTESE),"547,30"
TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA,"265,29"
TRATAMENTO CIRURGICO DE FRATURA DO ACETABULO,"1.635,27"
TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO,"268,42"
TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA,"379,15"
TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA,"301,40"
TRATAMENTO CIRURGICO DE FRATURA DO CRANIO COM AFUNDAMENTO,"1.191,50"
TRATAMENTO CIRURGICO DE FRATURA DO OSSO ZIGOMATICO SEM OSTEOSSINTESE,"490,88"
TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL,"465,96"
TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL,"397,15"
TRATAMENTO CIRURGICO DE FRATURA DO SACRO,"195,99"
TRATAMENTO CIRURGICO DE FRATURA DO TALUS,"268,42"
TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,"481,49"
TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR,"397,15"
TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO,"397,15"
TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA,"588,22"
TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DOS OSSOS DO ANTEBRACO,"201,02"
TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE),"1.720,27"
TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA,"759,42"
TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL),"972,97"
TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA,"972,97"
TRATAMENTO CIRURGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MAO E DO,"555,83"
"TRATAMENTO CIRURGICO DE FRATURA, NECROSE OU INFECCAO DO ESTERNO","965,40"
TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DA ARTICULACAO COXOFEMORAL (DUPLO ACESSO),"1.722,72"
TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI,"366,37"
TRATAMENTO CIRURGICO DE FRATURAS DO GRADIL COSTAL,"965,40"
TRATAMENTO CIRURGICO DE FRATURAS DOS OSSOS DO CARPO,"250,56"
TRATAMENTO CIRURGICO DE GIGANTISMO DA MAO,"219,67"
TRATAMENTO CIRURGICO DE GIGANTISMO DO PE,"300,77"
TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO,"1.236,75"
TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA,"459,18"
TRATAMENTO CIRURGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO,"355,81"
TRATAMENTO CIRURGICO DE HEMATOMA EXTRADURAL,"1.500,72"
TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL,"1.310,19"
TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL (COM TECNICA COMPLEMENTAR),"1.625,05"
TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO,"1.500,72"
TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,"1.500,72"
TRATAMENTO CIRURGICO DE HEMORRAGIA BUCO-DENTAL,"0,00"
